price,brand,model,year,title_status,mileage,color,state,country,condition
12000,ford,explorer,2016,clean vehicle,42902.0,black,texas, usa,19 hours left
30900,ford,f-150,2018,clean vehicle,401.0,red,indiana, usa,21 hours left
23900,ford,transit,2019,clean vehicle,11077.0,white,south carolina, usa,21 hours left
40400,ford,f-150,2018,clean vehicle,34100.0,black,indiana, usa,21 hours left
38000,ford,srw,2019,clean vehicle,30018.0,white,minnesota, usa,6 days left
27000,ford,flex,2019,clean vehicle,18279.0,white,illinois, usa,2 days left
24000,ford,transit,2019,clean vehicle,7373.0,white,south carolina, usa,21 hours left
30000,ford,ranger,2019,clean vehicle,2590.0,gray,wisconsin, usa,21 hours left
16200,ford,fusion,2019,clean vehicle,41662.0,white,south carolina, usa,21 hours left
30000,ford,flex,2019,clean vehicle,15019.0,gray,wisconsin, usa,21 hours left
23900,ford,transit,2019,clean vehicle,9420.0,white,south carolina, usa,21 hours left
13800,ford,taurus,2018,clean vehicle,41864.0,white,missouri, usa,21 hours left
23700,ford,transit,2019,clean vehicle,16829.0,white,south carolina, usa,21 hours left
24300,ford,f-150,2018,clean vehicle,6290.0,gray,illinois, usa,21 hours left
54900,ford,srw,2019,clean vehicle,14393.0,black,nevada, usa,Listing Expired
22500,ford,taurus,2018,clean vehicle,14599.0,white,wisconsin, usa,2 days left
39000,ford,f-150,2018,clean vehicle,25839.0,gray,illinois, usa,2 days left
13900,ford,escape,2018,clean vehicle,60715.0,gray,wisconsin, usa,21 hours left
24700,ford,explorer,2018,clean vehicle,23350.0,red,illinois, usa,21 hours left
20100,ford,transit,2018,clean vehicle,62386.0,white,california, usa,1 days left
22000,ford,mustang,2018,clean vehicle,6248.0,red,illinois, usa,2 days left
38200,ford,mustang,2019,clean vehicle,878.0,green,florida, usa,1 days left
24400,ford,transit,2018,clean vehicle,49710.0,white,california, usa,1 days left
35000,ford,mustang,2018,clean vehicle,2042.0,blue,illinois, usa,21 hours left
18600,ford,flex,2019,clean vehicle,7742.0,white,florida, usa,2 days left
22700,ford,transit,2018,clean vehicle,39733.0,white,california, usa,1 days left
38000,ford,f-150,2018,clean vehicle,33701.0,black,illinois, usa,21 hours left
17000,ford,door,2014,clean vehicle,67542.0,red,illinois, usa,2 days left
17500,ford,escape,2017,clean vehicle,35095.0,gray,wisconsin, usa,2 days left
23200,ford,f-150,2019,clean vehicle,8652.0,white,michigan, usa,21 hours left
30700,ford,explorer,2017,clean vehicle,51107.0,red,wisconsin, usa,21 hours left
23500,ford,transit,2019,clean vehicle,14987.0,white,michigan, usa,21 hours left
26400,ford,edge,2017,clean vehicle,28252.0,blue,wisconsin, usa,2 days left
23500,ford,transit,2019,clean vehicle,16009.0,white,michigan, usa,21 hours left
38000,ford,door,2017,clean vehicle,47866.0,white,wisconsin, usa,2 days left
23600,ford,transit,2019,clean vehicle,11004.0,white,michigan, usa,21 hours left
19300,ford,edge,2017,clean vehicle,42895.0,gray,wisconsin, usa,21 hours left
23200,ford,f-150,2019,clean vehicle,9490.0,white,michigan, usa,21 hours left
13800,ford,door,2017,clean vehicle,39027.0,no_color,wisconsin, usa,21 hours left
23600,ford,transit,2019,clean vehicle,13466.0,white,michigan, usa,21 hours left
23200,ford,f-150,2019,clean vehicle,8737.0,white,michigan, usa,21 hours left
40000,ford,door,2017,clean vehicle,23960.0,red,wisconsin, usa,2 days left
23400,ford,f-150,2019,clean vehicle,5562.0,white,michigan, usa,21 hours left
23600,ford,transit,2019,clean vehicle,13763.0,white,michigan, usa,21 hours left
23000,ford,f-150,2019,clean vehicle,10444.0,white,michigan, usa,21 hours left
25500,ford,door,2017,clean vehicle,41696.0,black,wisconsin, usa,21 hours left
23500,ford,transit,2019,clean vehicle,15787.0,white,michigan, usa,21 hours left
29900,ford,door,2017,clean vehicle,9167.0,white,wisconsin, usa,2 days left
23200,ford,transit,2019,clean vehicle,17541.0,white,michigan, usa,21 hours left
50500,ford,f-150,2017,clean vehicle,24686.0,silver,wisconsin, usa,2 days left
23400,ford,transit,2019,clean vehicle,15210.0,white,michigan, usa,21 hours left
24500,ford,transit,2017,clean vehicle,54601.0,white,wisconsin, usa,2 days left
49000,ford,mustang,2017,clean vehicle,2205.0,black,illinois, usa,2 days left
25400,ford,transit,2017,clean vehicle,35691.0,white,wisconsin, usa,2 days left
23000,ford,flex,2017,clean vehicle,32788.0,silver,illinois, usa,21 hours left
6000,ford,door,2012,clean vehicle,180471.0,gray,minnesota, usa,6 days left
22400,ford,edge,2016,clean vehicle,42925.0,black,wisconsin, usa,21 hours left
22500,ford,edge,2016,clean vehicle,37385.0,black,wisconsin, usa,2 days left
25200,ford,edge,2019,clean vehicle,15415.0,gray,virginia, usa,2 days left
36000,ford,door,2016,clean vehicle,20047.0,white,wisconsin, usa,2 days left
26700,ford,edge,2019,clean vehicle,16884.0,black,virginia, usa,2 days left
30500,ford,door,2016,clean vehicle,57936.0,gray,wisconsin, usa,21 hours left
26700,ford,edge,2019,clean vehicle,15244.0,black,virginia, usa,2 days left
25000,ford,edge,2019,clean vehicle,19842.0,gray,virginia, usa,2 days left
35200,ford,door,2016,clean vehicle,38830.0,white,wisconsin, usa,21 hours left
30300,ford,f-150,2019,clean vehicle,31899.0,white,tennessee, usa,21 hours left
25000,ford,door,2016,clean vehicle,69305.0,no_color,illinois, usa,2 days left
26500,ford,door,2016,clean vehicle,46098.0,red,wisconsin, usa,2 days left
21600,ford,mustang,2019,clean vehicle,29457.0,gray,virginia, usa,2 days left
18800,ford,edge,2016,clean vehicle,30765.0,no_color,wisconsin, usa,21 hours left
21500,ford,mustang,2019,clean vehicle,29096.0,red,virginia, usa,2 days left
9000,ford,door,2016,clean vehicle,40437.0,no_color,new jersey, usa,7 hours left
16700,ford,cutaway,2015,clean vehicle,69004.0,white,wisconsin, usa,2 days left
16800,ford,cutaway,2015,clean vehicle,65179.0,white,wisconsin, usa,2 days left
15700,ford,cutaway,2015,clean vehicle,75862.0,white,wisconsin, usa,2 days left
16800,ford,cutaway,2015,clean vehicle,68319.0,white,wisconsin, usa,2 days left
19500,ford,door,2015,clean vehicle,80354.0,gray,wisconsin, usa,21 hours left
20500,ford,door,2015,clean vehicle,51441.0,black,wisconsin, usa,2 days left
17400,ford,cutaway,2015,clean vehicle,70954.0,white,wisconsin, usa,2 days left
17500,ford,door,2014,clean vehicle,92500.0,red,wisconsin, usa,21 hours left
26000,ford,door,2014,clean vehicle,66367.0,silver,illinois, usa,21 hours left
56700,ford,f-150,2019,clean vehicle,13884.0,white,kentucky, usa,21 hours left
5000,ford,door,2013,clean vehicle,202565.0,no_color,wisconsin, usa,21 hours left
40200,ford,f-150,2019,clean vehicle,26484.0,no_color,kentucky, usa,21 hours left
54000,ford,door,2013,clean vehicle,703.0,red,illinois, usa,21 hours left
65200,ford,max,2019,clean vehicle,18138.0,white,kentucky, usa,21 hours left
32500,ford,srw,2017,clean vehicle,28007.0,white,minnesota, usa,Listing Expired
25500,ford,transit,2019,clean vehicle,11251.0,white,illinois, usa,21 hours left
63000,ford,srw,2019,clean vehicle,11640.0,no_color,illinois, usa,21 hours left
44000,ford,srw,2019,clean vehicle,10763.0,white,illinois, usa,2 days left
70000,ford,drw,2019,clean vehicle,9643.0,no_color,illinois, usa,2 days left
56200,ford,srw,2019,clean vehicle,33930.0,gray,kentucky, usa,21 hours left
35000,ford,srw,2019,clean vehicle,26451.0,white,wisconsin, usa,2 days left
57700,ford,srw,2019,clean vehicle,21101.0,red,kentucky, usa,21 hours left
74000,ford,drw,2019,clean vehicle,10536.0,no_color,illinois, usa,2 days left
60200,ford,srw,2019,clean vehicle,31744.0,white,kentucky, usa,21 hours left
60000,ford,srw,2018,clean vehicle,18062.0,black,illinois, usa,2 days left
63000,ford,srw,2018,clean vehicle,17942.0,black,illinois, usa,21 hours left
22500,ford,door,2014,clean vehicle,43646.0,black,wisconsin, usa,2 days left
8300,ford,energi,2014,clean vehicle,71989.0,gray,wisconsin, usa,21 hours left
8300,ford,door,2012,clean vehicle,138328.0,white,wisconsin, usa,21 hours left
21000,ford,door,2013,clean vehicle,95386.0,brown,wisconsin, usa,2 days left
19300,ford,fusion,2019,clean vehicle,23740.0,black,mississippi, usa,21 hours left
16400,ford,fusion,2019,clean vehicle,36064.0,gray,alabama, usa,21 hours left
27300,ford,f-150,2019,clean vehicle,18805.0,gray,mississippi, usa,21 hours left
26400,ford,cab,2012,clean vehicle,151035.0,white,wisconsin, usa,2 days left
35100,ford,mustang,2019,clean vehicle,10099.0,red,mississippi, usa,21 hours left
41500,ford,f-150,2018,clean vehicle,9800.0,black,new jersey, usa,1 days left
34100,ford,mustang,2019,clean vehicle,10483.0,white,mississippi, usa,21 hours left
28600,ford,f-150,2019,clean vehicle,17544.0,no_color,california, usa,21 hours left
34100,ford,mustang,2019,clean vehicle,10167.0,red,mississippi, usa,21 hours left
28700,ford,ranger,2019,clean vehicle,11457.0,gray,california, usa,21 hours left
24700,ford,edge,2019,clean vehicle,26590.0,no_color,california, usa,21 hours left
46500,ford,expedition,2019,clean vehicle,35346.0,black,california, usa,21 hours left
29000,ford,f-150,2019,clean vehicle,12953.0,black,california, usa,21 hours left
25500,ford,edge,2019,clean vehicle,26693.0,silver,california, usa,21 hours left
39500,ford,f-150,2019,clean vehicle,25071.0,yellow,california, usa,21 hours left
33100,ford,f-150,2019,clean vehicle,33538.0,yellow,california, usa,21 hours left
30500,ford,f-150,2019,clean vehicle,9915.0,gray,california, usa,2 days left
3600,ford,fiesta,2018,clean vehicle,1.0,silver,arizona, usa,2 days left
16800,ford,fusion,2019,clean vehicle,9910.0,red,california, usa,2 days left
24000,ford,f-150,2019,clean vehicle,16765.0,gray,texas, usa,6 days left
58500,ford,expedition,2019,clean vehicle,4970.0,gray,california, usa,21 hours left
55000,ford,door,2017,clean vehicle,43964.0,black,texas, usa,6 days left
28800,ford,f-150,2019,clean vehicle,40785.0,silver,california, usa,21 hours left
26800,ford,door,2015,clean vehicle,108998.0,white,new jersey, usa,24 hours left
36000,ford,max,2018,clean vehicle,58576.0,gray,wisconsin, usa,22 hours left
20000,ford,wagon,2018,clean vehicle,55475.0,white,wisconsin, usa,21 hours left
46700,ford,drw,2019,clean vehicle,35929.0,black,alabama, usa,21 hours left
42800,ford,srw,2019,clean vehicle,21669.0,silver,alabama, usa,21 hours left
21800,ford,mustang,2018,clean vehicle,16079.0,no_color,california, usa,21 hours left
18800,ford,mustang,2018,clean vehicle,41147.0,white,california, usa,2 days left
18800,ford,flex,2018,clean vehicle,45798.0,black,california, usa,21 hours left
30200,ford,f-150,2018,clean vehicle,21703.0,red,california, usa,21 hours left
27500,ford,explorer,2018,clean vehicle,22284.0,black,california, usa,2 days left
37500,ford,transit,2018,clean vehicle,24567.0,white,california, usa,2 days left
19100,ford,mustang,2018,clean vehicle,30594.0,silver,california, usa,2 days left
17100,ford,flex,2018,clean vehicle,52747.0,white,california, usa,21 hours left
13500,ford,escape,2018,clean vehicle,21592.0,silver,florida, usa,4 days left
54500,ford,srw,2018,clean vehicle,19853.0,blue,california, usa,2 days left
9000,ford,fiesta,2018,clean vehicle,25201.0,gray,florida, usa,4 days left
16400,ford,f-150,2020,clean vehicle,10351.0,black,pennsylvania, usa,2 days left
17000,ford,fusion,2020,clean vehicle,1117.0,gray,pennsylvania, usa,2 days left
24800,ford,door,2017,clean vehicle,37279.0,gold,california, usa,21 hours left
26800,ford,door,2017,clean vehicle,30113.0,red,california, usa,21 hours left
19400,ford,door,2017,clean vehicle,27570.0,white,california, usa,21 hours left
20000,ford,flex,2017,clean vehicle,45188.0,silver,california, usa,2 days left
7000,ford,door,2012,clean vehicle,149712.0,silver,texas, usa,4 days left
25100,ford,explorer,2017,clean vehicle,25030.0,gold,california, usa,2 days left
2000,ford,door,2013,salvage insurance,105743.0,gray,oklahoma, usa,15 days left
18200,ford,fusion,2020,clean vehicle,9861.0,black,pennsylvania, usa,2 days left
14200,ford,fusion,2018,clean vehicle,1751.0,red,illinois, usa,2 days left
56500,ford,door,2017,clean vehicle,30629.0,red,california, usa,2 days left
2000,ford,door,2016,salvage insurance,52883.0,gray,oklahoma, usa,15 days left
26500,ford,van,2020,clean vehicle,122.0,white,pennsylvania, usa,2 days left
34300,ford,srw,2019,clean vehicle,28534.0,white,florida, usa,2 hours left
43500,ford,f-150,2017,clean vehicle,80699.0,black,california, usa,21 hours left
3500,ford,door,2016,salvage insurance,72851.0,white,oklahoma, usa,15 days left
37200,ford,srw,2019,clean vehicle,24078.0,white,florida, usa,2 hours left
12800,ford,door,2017,clean vehicle,38639.0,orange,california, usa,21 hours left
15000,ford,door,2013,salvage insurance,146807.0,silver,texas, usa,17 hours left
12500,ford,door,2017,clean vehicle,31871.0,silver,california, usa,21 hours left
21500,ford,f-150,2017,clean vehicle,76876.0,gray,california, usa,2 days left
17300,ford,fusion,2019,clean vehicle,28070.0,white,north carolina, usa,Listing Expired
27000,ford,explorer,2017,clean vehicle,3189.0,silver,california, usa,21 hours left
31800,ford,el,2017,clean vehicle,28359.0,white,florida, usa,24 hours left
13000,ford,door,2017,clean vehicle,42890.0,gray,california, usa,21 hours left
31800,ford,el,2017,clean vehicle,29328.0,silver,florida, usa,24 hours left
46300,ford,door,2016,clean vehicle,47531.0,black,california, usa,2 days left
6000,ford,door,2015,clean vehicle,57345.0,gray,missouri, usa,7 days left
22800,ford,door,2016,clean vehicle,67546.0,silver,california, usa,21 hours left
45000,ford,expedition,2019,clean vehicle,18153.0,white,pennsylvania, usa,3 days left
49500,ford,expedition,2019,clean vehicle,17689.0,black,pennsylvania, usa,3 days left
3000,ford,van,2012,clean vehicle,137171.0,white,missouri, usa,7 days left
20000,ford,door,2015,clean vehicle,63445.0,gray,california, usa,21 hours left
25300,ford,edge,2019,clean vehicle,26422.0,black,pennsylvania, usa,2 days left
4000,ford,door,2015,salvage insurance,149319.0,white,south carolina, usa,2 days left
45500,ford,expedition,2019,clean vehicle,18767.0,gray,pennsylvania, usa,3 days left
9100,ford,fiesta,2018,clean vehicle,38289.0,silver,minnesota, usa,14 hours left
48000,ford,expedition,2019,clean vehicle,22960.0,black,pennsylvania, usa,3 days left
47000,ford,max,2019,clean vehicle,17263.0,blue,pennsylvania, usa,3 days left
49500,ford,expedition,2019,clean vehicle,16981.0,black,pennsylvania, usa,3 days left
31200,ford,wagon,2019,clean vehicle,13058.0,black,pennsylvania, usa,1 days left
18500,ford,door,2014,clean vehicle,45887.0,white,california, usa,2 days left
15500,ford,escape,2019,clean vehicle,21740.0,silver,pennsylvania, usa,2 days left
30500,ford,wagon,2019,clean vehicle,17707.0,black,pennsylvania, usa,1 days left
45500,ford,max,2019,clean vehicle,19121.0,silver,pennsylvania, usa,3 days left
31500,ford,wagon,2019,clean vehicle,18856.0,black,pennsylvania, usa,1 days left
11000,ford,door,2013,clean vehicle,84752.0,white,new jersey, usa,30 minutes
46500,ford,max,2019,clean vehicle,19555.0,white,pennsylvania, usa,3 days left
31500,ford,wagon,2019,clean vehicle,16340.0,black,pennsylvania, usa,1 days left
32000,ford,f-150,2018,clean vehicle,17242.0,white,ohio, usa,21 hours left
23900,ford,edge,2019,clean vehicle,28733.0,black,pennsylvania, usa,2 days left
31500,ford,wagon,2019,clean vehicle,16019.0,black,pennsylvania, usa,1 days left
18500,ford,taurus,2016,clean vehicle,75580.0,black,ohio, usa,2 days left
1500,ford,door,2013,salvage insurance,113444.0,white,georgia, usa,2 days left
46000,ford,max,2019,clean vehicle,19227.0,white,pennsylvania, usa,3 days left
31500,ford,wagon,2019,clean vehicle,13633.0,black,pennsylvania, usa,1 days left
14700,ford,van,2015,clean vehicle,37739.0,white,new jersey, usa,2 days left
2700,ford,door,2013,salvage insurance,103541.0,green,michigan, usa,2 days left
47500,ford,expedition,2019,clean vehicle,24072.0,blue,pennsylvania, usa,3 days left
31500,ford,wagon,2019,clean vehicle,17657.0,black,pennsylvania, usa,1 days left
8900,ford,door,2014,clean vehicle,77392.0,red,new jersey, usa,2 days left
7000,ford,door,2019,salvage insurance,11930.0,white,michigan, usa,2 days left
49000,ford,expedition,2019,clean vehicle,19731.0,red,pennsylvania, usa,3 days left
31500,ford,wagon,2019,clean vehicle,15581.0,black,pennsylvania, usa,1 days left
8900,ford,door,2014,clean vehicle,70181.0,black,new jersey, usa,2 days left
48000,ford,max,2019,clean vehicle,16143.0,black,pennsylvania, usa,3 days left
50000,ford,max,2019,clean vehicle,17995.0,black,pennsylvania, usa,3 days left
47300,ford,max,2019,clean vehicle,23926.0,black,pennsylvania, usa,21 hours left
45000,ford,f-150,2017,clean vehicle,57929.0,black,louisiana, usa,8 days left
49000,ford,max,2019,clean vehicle,20758.0,silver,pennsylvania, usa,3 days left
40200,ford,f-150,2019,clean vehicle,10028.0,gray,texas, usa,1 days left
48000,ford,max,2019,clean vehicle,21051.0,black,pennsylvania, usa,3 days left
5000,ford,door,2015,clean vehicle,136307.0,silver,louisiana, usa,8 days left
8200,ford,bus,2013,clean vehicle,105880.0,silver,new jersey, usa,2 days left
49000,ford,max,2019,clean vehicle,19985.0,white,pennsylvania, usa,3 days left
4000,ford,door,2015,clean vehicle,102590.0,gray,louisiana, usa,8 days left
39000,ford,expedition,2019,clean vehicle,27612.0,silver,pennsylvania, usa,3 days left
29000,ford,door,2015,clean vehicle,90855.0,white,louisiana, usa,8 days left
46500,ford,max,2019,clean vehicle,19936.0,silver,pennsylvania, usa,3 days left
7805,ford,door,2015,clean vehicle,64495.0,gray,louisiana, usa,8 days left
22000,ford,mustang,2018,clean vehicle,39477.0,gray,texas, usa,5 days left
18800,ford,max,2019,clean vehicle,25698.0,black,pennsylvania, usa,2 days left
33000,ford,door,2015,clean vehicle,73849.0,blue,louisiana, usa,8 days left
39500,ford,expedition,2019,clean vehicle,25422.0,black,pennsylvania, usa,3 days left
16900,ford,door,2015,clean vehicle,47866.0,black,louisiana, usa,8 days left
42500,ford,max,2019,clean vehicle,31236.0,white,pennsylvania, usa,3 days left
39500,ford,expedition,2019,clean vehicle,26755.0,gray,pennsylvania, usa,3 days left
25500,ford,f-150,2018,clean vehicle,49177.0,blue,illinois, usa,2 days left
49500,ford,max,2019,clean vehicle,20749.0,white,pennsylvania, usa,3 days left
25000,ford,f-150,2018,clean vehicle,15003.0,white,illinois, usa,2 days left
40000,ford,f-150,2019,clean vehicle,12247.0,black,pennsylvania, usa,3 days left
26000,ford,f-150,2018,clean vehicle,1.0,black,illinois, usa,2 days left
29500,ford,f-150,2019,clean vehicle,10808.0,silver,pennsylvania, usa,3 days left
23000,ford,f-150,2019,clean vehicle,11263.0,white,oklahoma, usa,21 hours left
25500,ford,f-150,2018,clean vehicle,42307.0,black,illinois, usa,2 days left
44500,ford,f-150,2019,clean vehicle,17484.0,gray,pennsylvania, usa,3 days left
15600,ford,escape,2019,clean vehicle,37106.0,blue,missouri, usa,9 days left
23100,ford,f-150,2019,clean vehicle,9539.0,white,oklahoma, usa,21 hours left
37000,ford,f-150,2019,clean vehicle,2384.0,gray,pennsylvania, usa,3 days left
14500,ford,fusion,2019,clean vehicle,20590.0,gray,missouri, usa,9 days left
23000,ford,f-150,2019,clean vehicle,13896.0,white,oklahoma, usa,21 hours left
26500,ford,f-150,2019,clean vehicle,9451.0,gray,pennsylvania, usa,3 days left
18000,ford,fusion,2017,clean vehicle,31657.0,red,missouri, usa,9 days left
35700,ford,expedition,2019,clean vehicle,33907.0,brown,oklahoma, usa,21 hours left
31000,ford,f-150,2019,clean vehicle,10028.0,black,pennsylvania, usa,3 days left
2000,ford,door,2013,clean vehicle,175640.0,no_color,missouri, usa,9 days left
40400,ford,max,2019,clean vehicle,30770.0,white,oklahoma, usa,21 hours left
43600,ford,f-150,2019,clean vehicle,15141.0,black,pennsylvania, usa,2 days left
22600,ford,f-150,2019,clean vehicle,18431.0,white,oklahoma, usa,21 hours left
26000,ford,f-150,2019,clean vehicle,9604.0,white,pennsylvania, usa,3 days left
23200,ford,f-150,2019,clean vehicle,9516.0,white,oklahoma, usa,21 hours left
29000,ford,f-150,2019,clean vehicle,9718.0,silver,pennsylvania, usa,3 days left
22800,ford,f-150,2019,clean vehicle,16506.0,white,oklahoma, usa,21 hours left
3450,ford,door,2015,salvage insurance,192108.0,white,oregon, usa,2 days left
31000,ford,f-150,2019,clean vehicle,11028.0,white,pennsylvania, usa,3 days left
22900,ford,f-150,2019,clean vehicle,11313.0,white,oklahoma, usa,21 hours left
3000,ford,door,2014,salvage insurance,141595.0,red,oregon, usa,2 days left
28000,ford,f-150,2019,clean vehicle,12886.0,silver,pennsylvania, usa,3 days left
23200,ford,f-150,2019,clean vehicle,9556.0,white,oklahoma, usa,21 hours left
27000,ford,f-150,2019,clean vehicle,13269.0,blue,pennsylvania, usa,3 days left
22800,ford,f-150,2019,clean vehicle,16770.0,white,oklahoma, usa,21 hours left
31500,ford,f-150,2019,clean vehicle,13526.0,red,pennsylvania, usa,3 days left
23400,ford,transit,2019,clean vehicle,16391.0,white,oklahoma, usa,21 hours left
28000,ford,f-150,2019,clean vehicle,11437.0,white,pennsylvania, usa,3 days left
23400,ford,transit,2019,clean vehicle,17964.0,white,oklahoma, usa,21 hours left
28000,ford,f-150,2018,clean vehicle,5440.0,blue,texas, usa,10 days left
24900,ford,f-150,2019,clean vehicle,13035.0,white,pennsylvania, usa,3 days left
23500,ford,transit,2019,clean vehicle,15759.0,white,oklahoma, usa,21 hours left
36000,ford,f-150,2018,clean vehicle,30002.0,gray,texas, usa,10 days left
28700,ford,f-150,2019,clean vehicle,13673.0,white,pennsylvania, usa,3 days left
16000,ford,fusion,2018,clean vehicle,24480.0,silver,oregon, usa,29 minutes
31000,ford,f-150,2019,clean vehicle,13230.0,white,pennsylvania, usa,3 days left
16500,ford,f-150,2017,clean vehicle,137789.0,white,oregon, usa,29 minutes
28500,ford,f-150,2019,clean vehicle,13516.0,white,pennsylvania, usa,3 days left
10800,ford,escape,2017,clean vehicle,81660.0,black,oregon, usa,29 minutes
28500,ford,f-150,2019,clean vehicle,11763.0,white,pennsylvania, usa,3 days left
25000,ford,explorer,2017,clean vehicle,34165.0,gold,oregon, usa,29 minutes
31000,ford,f-150,2019,clean vehicle,13458.0,white,pennsylvania, usa,3 days left
7800,ford,door,2016,clean vehicle,104867.0,black,oregon, usa,29 minutes
28500,ford,f-150,2019,clean vehicle,14004.0,white,pennsylvania, usa,3 days left
9500,ford,door,2016,clean vehicle,69829.0,silver,oregon, usa,29 minutes
28500,ford,f-150,2019,clean vehicle,13405.0,silver,pennsylvania, usa,3 days left
14500,ford,door,2016,clean vehicle,96151.0,black,oregon, usa,29 minutes
25000,ford,f-150,2019,clean vehicle,12688.0,black,pennsylvania, usa,3 days left
14500,ford,door,2016,clean vehicle,116519.0,white,oregon, usa,29 minutes
28500,ford,f-150,2019,clean vehicle,12260.0,white,pennsylvania, usa,3 days left
12100,ford,door,2016,clean vehicle,29367.0,silver,oregon, usa,29 minutes
29400,ford,f-150,2019,clean vehicle,18982.0,white,pennsylvania, usa,3 days left
24700,ford,f-150,2019,clean vehicle,23795.0,silver,california, usa,8 days left
8700,ford,door,2016,clean vehicle,76572.0,gray,oregon, usa,29 minutes
29500,ford,f-150,2019,clean vehicle,15964.0,white,pennsylvania, usa,3 days left
25800,ford,f-150,2019,clean vehicle,28117.0,silver,california, usa,8 days left
17500,ford,door,2016,clean vehicle,116730.0,blue,oregon, usa,29 minutes
23900,ford,f-150,2019,clean vehicle,21055.0,brown,pennsylvania, usa,2 days left
22900,ford,f-150,2019,clean vehicle,27794.0,black,california, usa,8 days left
19500,ford,edge,2016,clean vehicle,56995.0,black,oregon, usa,29 minutes
29500,ford,f-150,2019,clean vehicle,16625.0,gray,pennsylvania, usa,3 days left
24500,ford,f-150,2019,clean vehicle,27689.0,gray,california, usa,8 days left
11000,ford,door,2016,clean vehicle,39851.0,black,oregon, usa,29 minutes
22400,ford,f-150,2019,clean vehicle,31727.0,black,pennsylvania, usa,2 days left
15700,ford,escape,2019,clean vehicle,31586.0,gray,california, usa,8 days left
11000,ford,door,2015,clean vehicle,33717.0,black,oregon, usa,29 minutes
28000,ford,f-150,2019,clean vehicle,18418.0,black,pennsylvania, usa,2 days left
13500,ford,fusion,2019,clean vehicle,39013.0,black,california, usa,8 days left
7300,ford,f-150,2013,clean vehicle,125451.0,white,oregon, usa,29 minutes
25100,ford,f-150,2019,clean vehicle,21346.0,black,pennsylvania, usa,3 days left
24100,ford,transit,2019,clean vehicle,21150.0,white,california, usa,8 days left
6500,ford,f-150,2014,clean vehicle,103862.0,white,oregon, usa,29 minutes
10500,ford,f-150,2019,clean vehicle,22001.0,red,pennsylvania, usa,2 days left
16900,ford,fusion,2019,clean vehicle,31261.0,gray,california, usa,8 days left
6000,ford,door,2013,clean vehicle,140870.0,white,oregon, usa,29 minutes
28500,ford,f-150,2019,clean vehicle,14358.0,white,pennsylvania, usa,3 days left
16200,ford,fusion,2019,clean vehicle,41672.0,silver,california, usa,8 days left
6500,ford,f-150,2013,clean vehicle,95655.0,white,oregon, usa,29 minutes
24500,ford,flex,2019,clean vehicle,19493.0,gray,pennsylvania, usa,3 days left
16500,ford,fusion,2019,clean vehicle,36956.0,black,california, usa,8 days left
56500,ford,door,2017,clean vehicle,23223.0,gold,texas, usa,2 days left
10400,ford,fusion,2019,clean vehicle,13085.0,gray,pennsylvania, usa,2 days left
22800,ford,explorer,2018,clean vehicle,36124.0,silver,oklahoma, usa,21 hours left
26500,ford,flex,2019,clean vehicle,19147.0,white,pennsylvania, usa,3 days left
23800,ford,flex,2019,clean vehicle,24993.0,red,pennsylvania, usa,3 days left
24700,ford,f-150,2018,clean vehicle,41127.0,white,oklahoma, usa,21 hours left
12400,ford,fusion,2019,clean vehicle,32365.0,black,pennsylvania, usa,2 days left
16600,ford,fusion,2019,clean vehicle,27774.0,white,pennsylvania, usa,2 days left
11200,ford,door,2015,clean vehicle,105027.0,blue,oklahoma, usa,21 hours left
15900,ford,fusion,2019,clean vehicle,27806.0,silver,pennsylvania, usa,2 days left
7700,ford,door,2015,clean vehicle,54198.0,blue,oklahoma, usa,21 hours left
15100,ford,fusion,2019,clean vehicle,30181.0,white,pennsylvania, usa,2 days left
7200,ford,door,2013,clean vehicle,82670.0,black,oklahoma, usa,21 hours left
15600,ford,fusion,2019,clean vehicle,36305.0,gold,pennsylvania, usa,2 days left
39700,ford,srw,2019,clean vehicle,10475.0,white,oklahoma, usa,21 hours left
16000,ford,fusion,2019,clean vehicle,34734.0,gray,pennsylvania, usa,2 days left
7500,ford,door,2012,clean vehicle,186713.0,black,oklahoma, usa,8 days left
15500,ford,srw,2017,clean vehicle,132150.0,white,oregon, usa,28 minutes
19000,ford,taurus,2019,clean vehicle,12928.0,gray,pennsylvania, usa,3 days left
5500,ford,door,2015,clean vehicle,116539.0,silver,oklahoma, usa,8 days left
38700,ford,drw,2018,clean vehicle,59549.0,white,oklahoma, usa,21 hours left
21000,ford,taurus,2019,clean vehicle,12174.0,red,pennsylvania, usa,3 days left
28500,ford,door,2016,clean vehicle,96129.0,white,oklahoma, usa,8 days left
37200,ford,drw,2018,clean vehicle,89809.0,white,oklahoma, usa,21 hours left
18500,ford,taurus,2019,clean vehicle,18202.0,white,pennsylvania, usa,3 days left
15000,ford,door,2015,clean vehicle,128505.0,white,oklahoma, usa,8 days left
37700,ford,drw,2017,clean vehicle,43527.0,white,oklahoma, usa,21 hours left
22200,ford,transit,2019,clean vehicle,15792.0,white,pennsylvania, usa,2 days left
39950,ford,f-150,2019,clean vehicle,9278.0,white,georgia, usa,4 days left
37600,ford,drw,2017,clean vehicle,41925.0,white,oklahoma, usa,21 hours left
18500,ford,taurus,2019,clean vehicle,16924.0,white,pennsylvania, usa,3 days left
